,Date,username,Sentiment,Poll,Start Date,End Date,Sample,MoE,Biden (D),Trump (R),Spread
900,2020-03-17,washingtonpost,-0.033,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
901,2020-03-17,washingtonpost,0.183,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
902,2020-03-17,nygovcuomo,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
903,2020-03-17,nygovcuomo,0.031,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
904,2020-03-17,nytimes,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
905,2020-03-17,washingtonpost,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
906,2020-03-17,washingtonpost,-0.252,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
907,2020-03-17,washingtonpost,0.083,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
908,2020-03-17,washingtonpost,0.4,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
909,2020-03-17,washingtonpost,-0.033,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
910,2020-03-17,washingtonpost,0.183,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
911,2020-03-18,simplyclassy_,-0.14300000000000002,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
912,2020-03-18,critic_social,0.5,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
913,2020-03-18,completelyfried,-0.405,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
914,2020-03-18,coco_coindreau,-0.125,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
915,2020-03-18,shchronicle,0.2,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
916,2020-03-18,chefmambadubai,0.03,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
917,2020-03-18,maizeeey,-0.05,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
918,2020-03-18,cardandcream,0.125,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
919,2020-03-18,josuecedeno,-0.071,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
920,2020-03-18,zeropartysystem,0.018000000000000002,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
921,2020-03-18,munina19,0.062,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
922,2020-03-18,scottiliciouss,0.281,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
923,2020-03-18,chinaorgcn,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
924,2020-03-18,msknothead,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
925,2020-03-18,jpanzer,0.05,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
926,2020-03-18,fit_aaaai_org,0.318,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
927,2020-03-18,feministlib,0.5,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
928,2020-03-18,bizsherpatech,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
929,2020-03-18,modestmoss,0.16699999999999998,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
930,2020-03-18,thecliburn,0.267,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
931,2020-03-18,cincihealthdept,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
932,2020-03-18,cincihealthdept,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
933,2020-03-18,_carlykinney,-0.106,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
934,2020-03-18,eaglefire_dept,0.3,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
935,2020-03-18,mrlyons43,-0.062,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
936,2020-03-18,kaitlan4,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
937,2020-03-18,bizsherpatech,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
938,2020-03-18,c_bass3,-0.231,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
939,2020-03-18,ateatof,0.6,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
940,2020-03-18,coachray08,0.03,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
941,2020-03-18,gavingo78,0.062,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
942,2020-03-18,herb45144846,0.1,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
943,2020-03-18,abulhossainbd,0.314,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
944,2020-03-18,makamimisi1,0.125,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
945,2020-03-18,lisa54942605,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
946,2020-03-18,bubbaty1,-0.08800000000000001,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
947,2020-03-18,simplyclassy_,-0.14300000000000002,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
948,2020-03-18,kaitlan4,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
949,2020-03-18,coachray08,0.03,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
950,2020-03-18,simplyclassy_,-0.14300000000000002,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
951,2020-03-18,eyeejm_,0.49200000000000005,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
952,2020-03-18,_ameliakirstine,0.004,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
953,2020-03-18,matscoutwillie,0.092,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
954,2020-03-18,chzhenmikhail,0.07200000000000001,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
955,2020-03-18,qpurplejedi,-0.017,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
956,2020-03-18,goldenlawsuze,0.5,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
957,2020-03-18,seanbaekto,-0.003,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
958,2020-03-18,jcsbimp,-0.006,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
959,2020-03-18,leochner1,0.16699999999999998,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
960,2020-03-18,srgothard,0.133,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
961,2020-03-18,gremarks,-0.013000000000000001,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
962,2020-03-18,defeat_trump2,0.4,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
963,2020-03-18,colgrove11,0.2,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
964,2020-03-18,betonjake,0.8,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
965,2020-03-18,standhater,0.1,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
966,2020-03-18,peter38982844,-0.44,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
967,2020-03-18,nbraslo,-0.257,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
968,2020-03-18,yyyaofasheng,-0.08800000000000001,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
969,2020-03-18,soynsms,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
970,2020-03-18,moxiemona,0.055999999999999994,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
971,2020-03-18,bobf4,0.225,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
972,2020-03-18,airforce6397,0.067,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
973,2020-03-18,markol12,0.154,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
974,2020-03-18,spndr,0.133,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
975,2020-03-18,monica4america,0.318,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
976,2020-03-18,__caprica,-0.433,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
977,2020-03-18,lailokenacs,-0.262,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
978,2020-03-18,anyafkat,0.102,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
979,2020-03-18,thatgirluknow34,-0.391,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
980,2020-03-18,angelausagirl,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
981,2020-03-18,melissakchan,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
982,2020-03-18,christinefor24,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
983,2020-03-18,pattie120,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
984,2020-03-18,boondibis,-0.625,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
985,2020-03-18,connieleetv,-0.5,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
986,2020-03-18,zonemat,0.033,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
987,2020-03-18,jerryterm,0.129,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
988,2020-03-18,venhorstjuergen,0.2,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
989,2020-03-18,margare75234126,0.20800000000000002,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
990,2020-03-18,johnmcconway42,0.467,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
991,2020-03-18,johnmcconway42,0.467,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
992,2020-03-18,casharondc,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
993,2020-03-18,danielaserra20,0.45,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
994,2020-03-18,johnmcconway42,0.467,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
995,2020-03-18,johnmcconway42,0.467,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
996,2020-03-18,geajochi,0.156,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
997,2020-03-18,yougovamerica,0.2,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
998,2020-03-18,johnmcconway42,0.467,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
999,2020-03-18,deavenstarr6,0.125,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1000,2020-03-18,mythink_space,0.242,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1001,2020-03-18,cyberhibby,-0.11,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1002,2020-03-18,pitt4hillary,-0.33299999999999996,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1003,2020-03-18,crispinrovere,0.15,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1004,2020-03-18,__caprica,-0.349,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1005,2020-03-18,buddha21,0.045,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1006,2020-03-18,gsturwold,0.133,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1007,2020-03-18,swellwatergal,0.45899999999999996,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1008,2020-03-18,poetseco,-0.067,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1009,2020-03-18,apocalypsejesus,0.221,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1010,2020-03-18,alctransbkrs,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1011,2020-03-18,eddysr1728,0.267,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1012,2020-03-18,mundanemajority,0.41700000000000004,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1013,2020-03-18,besttravelbuddy,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1014,2020-03-18,senjalarsen,0.146,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1015,2020-03-18,maxjonasg,-0.05,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1016,2020-03-18,defendourconst1,-0.161,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1017,2020-03-18,whiskey_nails,-0.41200000000000003,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1018,2020-03-18,physns1stwatch,-0.317,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1019,2020-03-18,denni_thomas_,0.212,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1020,2020-03-18,kaitlan4,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1021,2020-03-18,donnyshemroid,0.483,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1022,2020-03-18,pranavkofficial,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1023,2020-03-18,redbar3,0.042,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1024,2020-03-18,yaniiited,0.067,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1025,2020-03-18,kristieloescher,0.195,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1026,2020-03-18,sarahc5150,-0.006999999999999999,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1027,2020-03-18,yxgoto,0.25,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1028,2020-03-18,coachray08,0.03,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1029,2020-03-18,dadscribe,-0.2,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1030,2020-03-18,cryptocrab4,-0.156,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1031,2020-03-18,295845n310803e,0.033,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1032,2020-03-18,ronnmail,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1033,2020-03-18,tatortash,0.011000000000000001,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1034,2020-03-18,davidwa52005733,-1.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1035,2020-03-18,yankeecannuck,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1036,2020-03-18,sindystep14227,-0.14800000000000002,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1037,2020-03-18,klaw577,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1038,2020-03-18,xhsports,-0.062,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1039,2020-03-18,amos5210,0.344,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1040,2020-03-18,pb_and_janelley,0.275,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1041,2020-03-18,catcaseyaz,0.08800000000000001,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1042,2020-03-18,hollywoodbeach8,0.196,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1043,2020-03-18,macwinnon,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1044,2020-03-18,washingtonpost,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1045,2020-03-18,washingtonpost,0.0,Economist/YouGovYouGov,2020-03-15,3/17/20,1129 RV,3.5,48.0,41.0,Biden +7
1046,2020-03-19,femme_mal,-0.2,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1047,2020-03-19,lakeidrachavis,-0.039,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1048,2020-03-19,platinum_kick21,0.28600000000000003,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1049,2020-03-19,mydamname,-0.023,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1050,2020-03-19,raeedman1,0.0,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1051,2020-03-19,2_legs,0.0,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1052,2020-03-19,intouchfornow,-0.039,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1053,2020-03-19,useyoursickdays,0.083,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1054,2020-03-19,vaethe_waters,0.017,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1055,2020-03-19,jeffreyalanrog1,-0.133,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1056,2020-03-19,bquicker,0.755,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1057,2020-03-19,govricketts,-0.039,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1058,2020-03-19,planodots1,0.111,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1059,2020-03-19,kathycarroll55,-0.013999999999999999,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1060,2020-03-19,pacollibehgjet,-0.45,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1061,2020-03-19,emilyaws,-0.02,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1062,2020-03-19,gratefulden,0.125,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1063,2020-03-19,david_j_levy,0.0,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1064,2020-03-19,moondanceds,0.0,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1065,2020-03-19,thechiefnews,0.5,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1066,2020-03-19,moondanceds,-0.175,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1067,2020-03-19,ourrepublic12,-0.483,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1068,2020-03-19,2manyofyall1me,0.455,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1069,2020-03-19,tinyambitionn,-0.145,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1070,2020-03-19,1fightingirish,0.127,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1071,2020-03-19,thatdamnyank,0.075,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1072,2020-03-19,baddynola,-0.171,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1073,2020-03-19,2manyofyall1me,0.455,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1074,2020-03-19,vivek63266264,1.0,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1075,2020-03-19,davewaveyy,0.168,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1076,2020-03-19,lcimino03,0.04,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1077,2020-03-19,markthedoctor46,-0.133,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1078,2020-03-19,bhat_ambarish,0.4,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1079,2020-03-19,reneeswann4tx,-0.006,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1080,2020-03-19,brok3n_r3cord,-0.434,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1081,2020-03-19,bobdoleyahoo,0.25,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1082,2020-03-19,gingerventures,0.0,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1083,2020-03-19,heonibri,-0.1,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1084,2020-03-19,priscilapdg,-0.4,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1085,2020-03-19,eggroli,-0.28800000000000003,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1086,2020-03-19,mybubblebrokeme,0.09,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1087,2020-03-19,nathanrbunch,-0.105,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1088,2020-03-19,aceh1ghceo,0.5,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1089,2020-03-19,hermesvulcan,0.125,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1090,2020-03-19,buiid0g,0.0,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1091,2020-03-19,michaeldell,0.175,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1092,2020-03-19,cara_mccrady,-0.002,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1093,2020-03-19,letsfrigginrock,-0.217,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1094,2020-03-19,samcoffey72,-0.022000000000000002,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1095,2020-03-19,bernhard_kurt,0.129,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1096,2020-03-19,davykinss,-0.094,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
1097,2020-03-19,sharpa18,0.262,EmersonEmerson,2020-03-18,3/19/20,1100 RV,2.9,53.0,47.0,Biden +6
